ONTOLOGY	TERM	N	DE	P.DE	FDR
GO:0006001	BP	fructose catabolic process	5	0	1	1
GO:0006002	BP	fructose 6-phosphate metabolic process	10	0	1	1
GO:0006003	BP	fructose 2,6-bisphosphate metabolic process	5	0	1	1
GO:0006004	BP	fucose metabolic process	16	0	1	1
GO:0006006	BP	glucose metabolic process	207	0	1	1
GO:0006007	BP	glucose catabolic process	36	0	1	1
GO:0006011	BP	UDP-glucose metabolic process	5	0	1	1
GO:0006012	BP	galactose metabolic process	13	0	1	1
GO:0006013	BP	mannose metabolic process	8	0	1	1
GO:0006014	BP	D-ribose metabolic process	3	0	1	1
GO:0006015	BP	5-phosphoribose 1-diphosphate biosynthetic process	6	0	1	1
GO:0006020	BP	inositol metabolic process	12	0	1	1
GO:0006021	BP	inositol biosynthetic process	4	0	1	1
GO:0006022	BP	aminoglycan metabolic process	168	0	1	1
GO:0006023	BP	aminoglycan biosynthetic process	113	0	1	1
GO:0006024	BP	glycosaminoglycan biosynthetic process	109	0	1	1
GO:0006026	BP	aminoglycan catabolic process	65	0	1	1
GO:0006027	BP	glycosaminoglycan catabolic process	61	0	1	1
GO:0006029	BP	proteoglycan metabolic process	94	0	1	1
GO:0006030	BP	chitin metabolic process	4	0	1	1
GO:0006032	BP	chitin catabolic process	4	0	1	1
GO:0006040	BP	amino sugar metabolic process	38	0	1	1
GO:0006041	BP	glucosamine metabolic process	4	0	1	1
GO:0006043	BP	glucosamine catabolic process	2	0	1	1
GO:0006044	BP	N-acetylglucosamine metabolic process	19	0	1	1
GO:0006045	BP	N-acetylglucosamine biosynthetic process	2	0	1	1
GO:0006046	BP	N-acetylglucosamine catabolic process	3	0	1	1
GO:0006047	BP	UDP-N-acetylglucosamine metabolic process	16	0	1	1
GO:0006048	BP	UDP-N-acetylglucosamine biosynthetic process	11	0	1	1
GO:0006049	BP	UDP-N-acetylglucosamine catabolic process	1	0	1	1
GO:0006050	BP	mannosamine metabolic process	2	0	1	1
GO:0006051	BP	N-acetylmannosamine metabolic process	2	0	1	1
GO:0006054	BP	N-acetylneuraminate metabolic process	11	0	1	1
GO:0006055	BP	CMP-N-acetylneuraminate biosynthetic process	1	0	1	1
GO:0006056	BP	mannoprotein metabolic process	1	0	1	1
GO:0006057	BP	mannoprotein biosynthetic process	1	0	1	1
GO:0006059	BP	hexitol metabolic process	3	0	1	1
GO:0006060	BP	sorbitol metabolic process	2	0	1	1
GO:0006061	BP	sorbitol biosynthetic process	1	0	1	1
GO:0006062	BP	sorbitol catabolic process	1	0	1	1
GO:0006063	BP	uronic acid metabolic process	24	0	1	1
GO:0006064	BP	glucuronate catabolic process	5	0	1	1
GO:0006065	BP	UDP-glucuronate biosynthetic process	3	0	1	1
GO:0006066	BP	alcohol metabolic process	362	0	1	1
GO:0006067	BP	ethanol metabolic process	21	0	1	1
GO:0006068	BP	ethanol catabolic process	12	0	1	1
GO:0006069	BP	ethanol oxidation	12	0	1	1
GO:0006071	BP	glycerol metabolic process	20	0	1	1
GO:0006072	BP	glycerol-3-phosphate metabolic process	8	0	1	1
GO:0006073	BP	cellular glucan metabolic process	74	0	1	1
GO:0006081	BP	cellular aldehyde metabolic process	73	0	1	1
GO:0006082	BP	organic acid metabolic process	1176	0	1	1
GO:0006083	BP	acetate metabolic process	3	0	1	1
GO:0006084	BP	acetyl-CoA metabolic process	38	0	1	1
GO:0006085	BP	acetyl-CoA biosynthetic process	22	0	1	1
GO:0006086	BP	acetyl-CoA biosynthetic process from pyruvate	16	0	1	1
GO:0006089	BP	lactate metabolic process	17	0	1	1
GO:0006090	BP	pyruvate metabolic process	153	0	1	1
GO:0006091	BP	generation of precursor metabolites and energy	506	0	1	1
GO:0006094	BP	gluconeogenesis	89	0	1	1
GO:0006096	BP	glycolytic process	114	0	1	1
GO:0006097	BP	glyoxylate cycle	2	0	1	1
GO:0006098	BP	pentose-phosphate shunt	14	0	1	1
GO:0006099	BP	tricarboxylic acid cycle	34	0	1	1
GO:0006101	BP	citrate metabolic process	35	0	1	1
GO:0006102	BP	isocitrate metabolic process	6	0	1	1
GO:0006103	BP	2-oxoglutarate metabolic process	16	0	1	1
GO:0006104	BP	succinyl-CoA metabolic process	6	0	1	1
GO:0006105	BP	succinate metabolic process	9	0	1	1
GO:0006106	BP	fumarate metabolic process	3	0	1	1
GO:0006107	BP	oxaloacetate metabolic process	8	0	1	1
GO:0006108	BP	malate metabolic process	8	0	1	1
GO:0006109	BP	regulation of carbohydrate metabolic process	204	0	1	1
GO:0006110	BP	regulation of glycolytic process	79	0	1	1
GO:0006111	BP	regulation of gluconeogenesis	48	0	1	1
GO:0006112	BP	energy reserve metabolic process	86	0	1	1
GO:0006113	BP	fermentation	6	0	1	1
GO:0006114	BP	glycerol biosynthetic process	5	0	1	1
GO:0006116	BP	NADH oxidation	3	0	1	1
GO:0006117	BP	acetaldehyde metabolic process	1	0	1	1
GO:0006119	BP	oxidative phosphorylation	128	0	1	1
GO:0006120	BP	mitochondrial electron transport, NADH to ubiquinone	47	0	1	1
GO:0006121	BP	mitochondrial electron transport, succinate to ubiquinone	4	0	1	1
GO:0006122	BP	mitochondrial electron transport, ubiquinol to cytochrome c	13	0	1	1
GO:0006123	BP	mitochondrial electron transport, cytochrome c to oxygen	17	0	1	1
GO:0006127	BP	glycerophosphate shuttle	2	0	1	1
GO:0006139	BP	nucleobase-containing compound metabolic process	6095	2	0.540790827162658	1
GO:0006140	BP	regulation of nucleotide metabolic process	143	0	1	1
GO:0006144	BP	purine nucleobase metabolic process	21	0	1	1
GO:0006145	BP	purine nucleobase catabolic process	4	0	1	1
GO:0006147	BP	guanine catabolic process	1	0	1	1
GO:0006148	BP	inosine catabolic process	1	0	1	1
GO:0006152	BP	purine nucleoside catabolic process	9	0	1	1
GO:0006154	BP	adenosine catabolic process	3	0	1	1
GO:0006157	BP	deoxyadenosine catabolic process	1	0	1	1
GO:0006163	BP	purine nucleotide metabolic process	554	0	1	1
GO:0006164	BP	purine nucleotide biosynthetic process	294	0	1	1
GO:0006165	BP	nucleoside diphosphate phosphorylation	133	0	1	1
GO:0006166	BP	purine ribonucleoside salvage	5	0	1	1
GO:0006167	BP	AMP biosynthetic process	5	0	1	1
GO:0006168	BP	adenine salvage	2	0	1	1
GO:0006171	BP	cAMP biosynthetic process	10	0	1	1
GO:0006172	BP	ADP biosynthetic process	5	0	1	1
GO:0006173	BP	dADP biosynthetic process	1	0	1	1
GO:0006174	BP	dADP phosphorylation	1	0	1	1
GO:0006175	BP	dATP biosynthetic process	1	0	1	1
GO:0006177	BP	GMP biosynthetic process	4	0	1	1
GO:0006178	BP	guanine salvage	1	0	1	1
GO:0006182	BP	cGMP biosynthetic process	11	0	1	1
GO:0006183	BP	GTP biosynthetic process	11	0	1	1
GO:0006185	BP	dGDP biosynthetic process	1	0	1	1
GO:0006186	BP	dGDP phosphorylation	1	0	1	1
GO:0006188	BP	IMP biosynthetic process	10	0	1	1
GO:0006189	BP	'de novo' IMP biosynthetic process	6	0	1	1
GO:0006193	BP	ITP catabolic process	1	0	1	1
GO:0006195	BP	purine nucleotide catabolic process	44	0	1	1
GO:0006196	BP	AMP catabolic process	2	0	1	1
GO:0006198	BP	cAMP catabolic process	9	0	1	1
GO:0006203	BP	dGTP catabolic process	3	0	1	1
GO:0006206	BP	pyrimidine nucleobase metabolic process	16	0	1	1
GO:0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process	6	0	1	1
GO:0006208	BP	pyrimidine nucleobase catabolic process	3	0	1	1
GO:0006210	BP	thymine catabolic process	3	0	1	1
GO:0006211	BP	5-methylcytosine catabolic process	3	0	1	1
GO:0006212	BP	uracil catabolic process	2	0	1	1
GO:0006213	BP	pyrimidine nucleoside metabolic process	51	1	0.0107266901055391	1
GO:0006214	BP	thymidine catabolic process	1	0	1	1
GO:0006216	BP	cytidine catabolic process	12	0	1	1
GO:0006218	BP	uridine catabolic process	1	0	1	1
GO:0006220	BP	pyrimidine nucleotide metabolic process	60	1	0.0165087500631788	1
GO:0006221	BP	pyrimidine nucleotide biosynthetic process	44	0	1	1
GO:0006222	BP	UMP biosynthetic process	10	0	1	1
GO:0006226	BP	dUMP biosynthetic process	3	0	1	1
GO:0006227	BP	dUDP biosynthetic process	2	0	1	1
GO:0006228	BP	UTP biosynthetic process	10	0	1	1
GO:0006231	BP	dTMP biosynthetic process	4	0	1	1
GO:0006233	BP	dTDP biosynthetic process	2	0	1	1
GO:0006235	BP	dTTP biosynthetic process	4	0	1	1
GO:0006241	BP	CTP biosynthetic process	14	0	1	1
GO:0006244	BP	pyrimidine nucleotide catabolic process	13	1	0.00443157094691369	1
GO:0006253	BP	dCTP catabolic process	1	0	1	1
GO:0006256	BP	UDP catabolic process	1	1	0.000317055555482748	1
GO:0006258	BP	UDP-glucose catabolic process	2	0	1	1
GO:0006259	BP	DNA metabolic process	1002	0	1	1
GO:0006260	BP	DNA replication	271	0	1	1
GO:0006261	BP	DNA-dependent DNA replication	151	0	1	1
GO:0006264	BP	mitochondrial DNA replication	12	0	1	1
GO:0006265	BP	DNA topological change	9	0	1	1
GO:0006266	BP	DNA ligation	17	0	1	1
GO:0006267	BP	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	7	0	1	1
GO:0006268	BP	DNA unwinding involved in DNA replication	14	0	1	1
GO:0006269	BP	DNA replication, synthesis of RNA primer	5	0	1	1
GO:0006270	BP	DNA replication initiation	36	0	1	1
GO:0006271	BP	DNA strand elongation involved in DNA replication	20	0	1	1
GO:0006272	BP	leading strand elongation	3	0	1	1
GO:0006273	BP	lagging strand elongation	7	0	1	1
GO:0006274	BP	DNA replication termination	1	0	1	1
GO:0006275	BP	regulation of DNA replication	107	0	1	1
GO:0006278	BP	RNA-dependent DNA biosynthetic process	72	0	1	1
GO:0006281	BP	DNA repair	542	0	1	1
GO:0006282	BP	regulation of DNA repair	121	0	1	1
GO:0006283	BP	transcription-coupled nucleotide-excision repair	72	0	1	1
GO:0006284	BP	base-excision repair	42	0	1	1
GO:0006285	BP	base-excision repair, AP site formation	10	0	1	1
GO:0006286	BP	base-excision repair, base-free sugar-phosphate removal	2	0	1	1
GO:0006287	BP	base-excision repair, gap-filling	6	0	1	1
GO:0006288	BP	base-excision repair, DNA ligation	3	0	1	1
GO:0006289	BP	nucleotide-excision repair	108	0	1	1
GO:0006290	BP	pyrimidine dimer repair	9	0	1	1
GO:0006293	BP	nucleotide-excision repair, preincision complex stabilization	20	0	1	1
GO:0006294	BP	nucleotide-excision repair, preincision complex assembly	28	0	1	1
GO:0006295	BP	nucleotide-excision repair, DNA incision, 3'-to lesion	20	0	1	1
GO:0006296	BP	nucleotide-excision repair, DNA incision, 5'-to lesion	36	0	1	1
GO:0006297	BP	nucleotide-excision repair, DNA gap filling	23	0	1	1
GO:0006298	BP	mismatch repair	36	0	1	1
GO:0006301	BP	postreplication repair	51	0	1	1
GO:0006302	BP	double-strand break repair	245	0	1	1
GO:0006303	BP	double-strand break repair via nonhomologous end joining	83	0	1	1
GO:0006304	BP	DNA modification	115	0	1	1
GO:0006305	BP	DNA alkylation	71	0	1	1
GO:0006306	BP	DNA methylation	71	0	1	1
GO:0006307	BP	DNA dealkylation involved in DNA repair	10	0	1	1
GO:0006308	BP	DNA catabolic process	40	0	1	1
GO:0006309	BP	apoptotic DNA fragmentation	25	0	1	1
GO:0006310	BP	DNA recombination	284	0	1	1
GO:0006311	BP	meiotic gene conversion	3	0	1	1
GO:0006312	BP	mitotic recombination	22	0	1	1
GO:0006313	BP	transposition, DNA-mediated	3	0	1	1
GO:0006323	BP	DNA packaging	194	0	1	1
GO:0006325	BP	chromatin organization	774	0	1	1
GO:0006333	BP	chromatin assembly or disassembly	175	0	1	1
GO:0006334	BP	nucleosome assembly	129	0	1	1
GO:0006335	BP	DNA replication-dependent nucleosome assembly	30	0	1	1
GO:0006336	BP	DNA replication-independent nucleosome assembly	51	0	1	1
GO:0006337	BP	nucleosome disassembly	19	0	1	1
GO:0006338	BP	chromatin remodeling	178	0	1	1
GO:0006342	BP	chromatin silencing	112	0	1	1
GO:0006343	BP	establishment of chromatin silencing	2	0	1	1
GO:0006344	BP	maintenance of chromatin silencing	4	0	1	1
GO:0006346	BP	methylation-dependent chromatin silencing	23	0	1	1
GO:0006348	BP	chromatin silencing at telomere	8	0	1	1
GO:0006349	BP	regulation of gene expression by genetic imprinting	18	0	1	1
GO:0006351	BP	transcription, DNA-templated	3570	1	0.701848112480026	1
GO:0006352	BP	DNA-templated transcription, initiation	245	0	1	1
GO:0006353	BP	DNA-templated transcription, termination	74	0	1	1
GO:0006354	BP	DNA-templated transcription, elongation	111	0	1	1
GO:0006355	BP	regulation of transcription, DNA-templated	3409	1	0.682936200167307	1
GO:0006356	BP	regulation of transcription by RNA polymerase I	32	0	1	1
GO:0006357	BP	regulation of transcription by RNA polymerase II	2629	1	0.586309380011666	1
GO:0006359	BP	regulation of transcription by RNA polymerase III	23	0	1	1
GO:0006360	BP	transcription by RNA polymerase I	63	0	1	1
GO:0006361	BP	transcription initiation from RNA polymerase I promoter	35	0	1	1
GO:0006362	BP	transcription elongation from RNA polymerase I promoter	29	0	1	1
GO:0006363	BP	termination of RNA polymerase I transcription	30	0	1	1
GO:0006364	BP	rRNA processing	212	0	1	1
GO:0006366	BP	transcription by RNA polymerase II	2763	1	0.606346718938143	1
GO:0006367	BP	transcription initiation from RNA polymerase II promoter	186	0	1	1
GO:0006368	BP	transcription elongation from RNA polymerase II promoter	83	0	1	1
GO:0006369	BP	termination of RNA polymerase II transcription	35	0	1	1
GO:0006370	BP	7-methylguanosine mRNA capping	32	0	1	1
GO:0006376	BP	mRNA splice site selection	34	0	1	1
GO:0006378	BP	mRNA polyadenylation	44	0	1	1
GO:0006379	BP	mRNA cleavage	22	0	1	1
GO:0006382	BP	adenosine to inosine editing	9	0	1	1
GO:0006383	BP	transcription by RNA polymerase III	55	0	1	1
GO:0006384	BP	transcription initiation from RNA polymerase III promoter	13	0	1	1
GO:0006386	BP	termination of RNA polymerase III transcription	1	0	1	1
GO:0006388	BP	tRNA splicing, via endonucleolytic cleavage and ligation	15	0	1	1
GO:0006390	BP	mitochondrial transcription	15	0	1	1
GO:0006391	BP	transcription initiation from mitochondrial promoter	3	0	1	1
GO:0006392	BP	transcription elongation from mitochondrial promoter	1	0	1	1
GO:0006393	BP	termination of mitochondrial transcription	2	0	1	1
GO:0006396	BP	RNA processing	1286	0	1	1
GO:0006397	BP	mRNA processing	498	0	1	1
GO:0006398	BP	mRNA 3'-end processing by stem-loop binding and cleavage	5	0	1	1
GO:0006399	BP	tRNA metabolic process	192	0	1	1
GO:0006400	BP	tRNA modification	86	0	1	1
GO:0006401	BP	RNA catabolic process	396	0	1	1
GO:0006402	BP	mRNA catabolic process	363	0	1	1
GO:0006403	BP	RNA localization	228	0	1	1
GO:0006404	BP	RNA import into nucleus	3	0	1	1
GO:0006405	BP	RNA export from nucleus	135	0	1	1
GO:0006406	BP	mRNA export from nucleus	111	0	1	1
GO:0006407	BP	rRNA export from nucleus	2	0	1	1
GO:0006408	BP	snRNA export from nucleus	2	0	1	1
GO:0006409	BP	tRNA export from nucleus	34	0	1	1
GO:0006412	BP	translation	691	0	1	1
GO:0006413	BP	translational initiation	190	0	1	1
GO:0006414	BP	translational elongation	131	0	1	1
GO:0006415	BP	translational termination	104	0	1	1
GO:0006417	BP	regulation of translation	416	0	1	1
GO:0006418	BP	tRNA aminoacylation for protein translation	44	0	1	1
GO:0006419	BP	alanyl-tRNA aminoacylation	3	0	1	1
GO:0006420	BP	arginyl-tRNA aminoacylation	3	0	1	1
GO:0006421	BP	asparaginyl-tRNA aminoacylation	3	0	1	1
GO:0006422	BP	aspartyl-tRNA aminoacylation	1	0	1	1
GO:0006423	BP	cysteinyl-tRNA aminoacylation	2	0	1	1
GO:0006424	BP	glutamyl-tRNA aminoacylation	2	0	1	1
GO:0006425	BP	glutaminyl-tRNA aminoacylation	1	0	1	1
GO:0006426	BP	glycyl-tRNA aminoacylation	1	0	1	1
GO:0006427	BP	histidyl-tRNA aminoacylation	2	0	1	1
GO:0006428	BP	isoleucyl-tRNA aminoacylation	2	0	1	1
GO:0006429	BP	leucyl-tRNA aminoacylation	2	0	1	1
GO:0006430	BP	lysyl-tRNA aminoacylation	1	0	1	1
GO:0006431	BP	methionyl-tRNA aminoacylation	2	0	1	1
GO:0006432	BP	phenylalanyl-tRNA aminoacylation	3	0	1	1
GO:0006433	BP	prolyl-tRNA aminoacylation	2	0	1	1
GO:0006434	BP	seryl-tRNA aminoacylation	2	0	1	1
GO:0006435	BP	threonyl-tRNA aminoacylation	3	0	1	1
GO:0006436	BP	tryptophanyl-tRNA aminoacylation	2	0	1	1
GO:0006437	BP	tyrosyl-tRNA aminoacylation	2	0	1	1
GO:0006438	BP	valyl-tRNA aminoacylation	2	0	1	1
GO:0006446	BP	regulation of translational initiation	78	0	1	1
GO:0006447	BP	regulation of translational initiation by iron	3	0	1	1
GO:0006448	BP	regulation of translational elongation	19	0	1	1
GO:0006449	BP	regulation of translational termination	9	0	1	1
GO:0006450	BP	regulation of translational fidelity	20	0	1	1
GO:0006451	BP	translational readthrough	8	0	1	1
GO:0006452	BP	translational frameshifting	3	0	1	1
GO:0006457	BP	protein folding	216	0	1	1
GO:0006458	BP	'de novo' protein folding	39	0	1	1
GO:0006463	BP	steroid hormone receptor complex assembly	1	0	1	1
GO:0006464	BP	cellular protein modification process	4055	0	1	1
GO:0006465	BP	signal peptide processing	11	0	1	1
GO:0006468	BP	protein phosphorylation	1950	0	1	1
GO:0006469	BP	negative regulation of protein kinase activity	233	0	1	1
GO:0006470	BP	protein dephosphorylation	316	0	1	1
GO:0006471	BP	protein ADP-ribosylation	33	0	1	1
GO:0006473	BP	protein acetylation	198	0	1	1
GO:0006474	BP	N-terminal protein amino acid acetylation	16	0	1	1
GO:0006475	BP	internal protein amino acid acetylation	162	0	1	1
GO:0006476	BP	protein deacetylation	93	0	1	1
GO:0006477	BP	protein sulfation	7	0	1	1
GO:0006478	BP	peptidyl-tyrosine sulfation	2	0	1	1
GO:0006479	BP	protein methylation	177	0	1	1
GO:0006480	BP	N-terminal protein amino acid methylation	2	0	1	1
GO:0006481	BP	C-terminal protein methylation	2	0	1	1
GO:0006482	BP	protein demethylation	31	0	1	1
GO:0006486	BP	protein glycosylation	249	0	1	1
GO:0006487	BP	protein N-linked glycosylation	76	0	1	1
GO:0006488	BP	dolichol-linked oligosaccharide biosynthetic process	19	0	1	1
GO:0006489	BP	dolichyl diphosphate biosynthetic process	7	0	1	1
GO:0006490	BP	oligosaccharide-lipid intermediate biosynthetic process	20	0	1	1
GO:0006491	BP	N-glycan processing	15	0	1	1
GO:0006493	BP	protein O-linked glycosylation	103	0	1	1
GO:0006497	BP	protein lipidation	87	0	1	1
GO:0006498	BP	N-terminal protein lipidation	6	0	1	1
GO:0006499	BP	N-terminal protein myristoylation	4	0	1	1
GO:0006500	BP	N-terminal protein palmitoylation	2	0	1	1
GO:0006501	BP	C-terminal protein lipidation	6	0	1	1
GO:0006505	BP	GPI anchor metabolic process	31	0	1	1
GO:0006506	BP	GPI anchor biosynthetic process	30	0	1	1
GO:0006507	BP	GPI anchor release	1	0	1	1
GO:0006508	BP	proteolysis	1761	0	1	1
GO:0006509	BP	membrane protein ectodomain proteolysis	42	0	1	1
GO:0006511	BP	ubiquitin-dependent protein catabolic process	596	0	1	1
GO:0006513	BP	protein monoubiquitination	66	0	1	1
GO:0006515	BP	protein quality control for misfolded or incompletely synthesized proteins	28	0	1	1
GO:0006516	BP	glycoprotein catabolic process	25	0	1	1
GO:0006517	BP	protein deglycosylation	29	0	1	1
GO:0006518	BP	peptide metabolic process	868	0	1	1
GO:0006520	BP	cellular amino acid metabolic process	364	0	1	1
GO:0006521	BP	regulation of cellular amino acid metabolic process	62	0	1	1
GO:0006522	BP	alanine metabolic process	5	0	1	1
GO:0006524	BP	alanine catabolic process	5	0	1	1
GO:0006525	BP	arginine metabolic process	20	0	1	1
GO:0006526	BP	arginine biosynthetic process	5	0	1	1
GO:0006527	BP	arginine catabolic process	12	0	1	1
GO:0006528	BP	asparagine metabolic process	4	0	1	1
GO:0006529	BP	asparagine biosynthetic process	2	0	1	1
GO:0006530	BP	asparagine catabolic process	1	0	1	1
GO:0006531	BP	aspartate metabolic process	8	0	1	1
GO:0006532	BP	aspartate biosynthetic process	3	0	1	1
GO:0006533	BP	aspartate catabolic process	4	0	1	1
GO:0006534	BP	cysteine metabolic process	18	0	1	1
GO:0006535	BP	cysteine biosynthetic process from serine	1	0	1	1
GO:0006536	BP	glutamate metabolic process	34	0	1	1
GO:0006537	BP	glutamate biosynthetic process	6	0	1	1
GO:0006538	BP	glutamate catabolic process	8	0	1	1
GO:0006539	BP	glutamate catabolic process via 2-oxoglutarate	1	0	1	1
GO:0006540	BP	glutamate decarboxylation to succinate	2	0	1	1
GO:0006541	BP	glutamine metabolic process	23	0	1	1
GO:0006542	BP	glutamine biosynthetic process	1	0	1	1
GO:0006543	BP	glutamine catabolic process	3	0	1	1
GO:0006544	BP	glycine metabolic process	17	0	1	1
GO:0006545	BP	glycine biosynthetic process	4	0	1	1
GO:0006546	BP	glycine catabolic process	3	0	1	1
GO:0006547	BP	histidine metabolic process	10	0	1	1
GO:0006548	BP	histidine catabolic process	8	0	1	1
GO:0006549	BP	isoleucine metabolic process	2	0	1	1
GO:0006550	BP	isoleucine catabolic process	2	0	1	1
GO:0006551	BP	leucine metabolic process	8	0	1	1
GO:0006552	BP	leucine catabolic process	6	0	1	1
GO:0006553	BP	lysine metabolic process	13	0	1	1
GO:0006554	BP	lysine catabolic process	12	0	1	1
GO:0006555	BP	methionine metabolic process	19	0	1	1
GO:0006556	BP	S-adenosylmethionine biosynthetic process	4	0	1	1
GO:0006557	BP	S-adenosylmethioninamine biosynthetic process	1	0	1	1
GO:0006558	BP	L-phenylalanine metabolic process	11	0	1	1
GO:0006559	BP	L-phenylalanine catabolic process	11	0	1	1
GO:0006560	BP	proline metabolic process	10	0	1	1
GO:0006561	BP	proline biosynthetic process	6	0	1	1
GO:0006562	BP	proline catabolic process	4	0	1	1
GO:0006563	BP	L-serine metabolic process	11	0	1	1
