N	DE	P.DE	FDR
PASTURAL_RIZ1_TARGETS_DN	5	0	1	1
CHOW_RASSF1_TARGETS_UP	26	0	1	1
CHOW_RASSF1_TARGETS_DN	30	0	1	1
ENK_UV_RESPONSE_EPIDERMIS_UP	293	0	1	1
ENK_UV_RESPONSE_EPIDERMIS_DN	509	0	1	1
ENK_UV_RESPONSE_KERATINOCYTE_UP	529	0	1	1
ENK_UV_RESPONSE_KERATINOCYTE_DN	481	1	0.141914408345261	1
LANDIS_BREAST_CANCER_PROGRESSION_UP	46	0	1	1
LANDIS_BREAST_CANCER_PROGRESSION_DN	71	0	1	1
GESERICK_TERT_TARGETS_DN	21	0	1	1
YEMELYANOV_GR_TARGETS_DN	11	0	1	1
LAU_APOPTOSIS_CDKN2A_UP	55	0	1	1
LAU_APOPTOSIS_CDKN2A_DN	5	0	1	1
DELYS_THYROID_CANCER_UP	441	0	1	1
DELYS_THYROID_CANCER_DN	232	0	1	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	58	0	1	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	53	0	1	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	130	0	1	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	140	0	1	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	123	0	1	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	151	0	1	1
CASTELLANO_HRAS_TARGETS_DN	6	0	1	1
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	5	0	1	1
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	8	0	1	1
CASTELLANO_NRAS_TARGETS_UP	70	0	1	1
CASTELLANO_NRAS_TARGETS_DN	14	0	1	1
CHEBOTAEV_GR_TARGETS_UP	75	0	1	1
CHEBOTAEV_GR_TARGETS_DN	118	0	1	1
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	29	0	1	1
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	48	0	1	1
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP	8	0	1	1
BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN	30	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	119	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	372	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP	8	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	140	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	322	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	224	0	1	1
KOINUMA_COLON_CANCER_MSI_UP	16	0	1	1
KOINUMA_COLON_CANCER_MSI_DN	8	0	1	1
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	0	1	1
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	0	1	1
NADERI_BREAST_CANCER_PROGNOSIS_UP	50	0	1	1
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	0	1	1
MARKEY_RB1_CHRONIC_LOF_UP	111	0	0.999999999999999	1
MARKEY_RB1_CHRONIC_LOF_DN	120	0	1	1
MARKEY_RB1_ACUTE_LOF_UP	233	0	1	1
MARKEY_RB1_ACUTE_LOF_DN	227	0	1	1
CHIN_BREAST_CANCER_COPY_NUMBER_UP	27	0	1	1
CHIN_BREAST_CANCER_COPY_NUMBER_DN	12	0	1	1
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	555	0	1	1
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	232	0	1	1
VANHARANTA_UTERINE_FIBROID_UP	44	0	1	1
VANHARANTA_UTERINE_FIBROID_DN	67	0	1	1
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	66	0	1	1
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_DN	36	0	1	1
LANDIS_ERBB2_BREAST_TUMORS_65_UP	22	0	1	1
LANDIS_ERBB2_BREAST_TUMORS_65_DN	39	0	1	1
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	19	0	1	1
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	57	0	1	1
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	237	0	1	1
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	170	0	1	1
ODONNELL_METASTASIS_UP	74	0	1	1
ODONNELL_METASTASIS_DN	24	0	1	1
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	212	0	1	1
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	83	0	1	1
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	1136	0	1	1
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	1743	0	1	1
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	604	0	1	1
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	759	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_UP	192	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	94	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	27	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	8	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	167	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	21	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP	38	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_DN	9	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	97	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	22	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	181	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	36	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_UP	235	0	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	34	0	1	1
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP	21	0	1	1
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN	30	0	1	1
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	22	0	1	1
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	13	0	1	1
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	116	0	1	1
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	12	0	1	1
LANDIS_ERBB2_BREAST_TUMORS_324_UP	151	0	1	1
LANDIS_ERBB2_BREAST_TUMORS_324_DN	150	0	1	1
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	33	0	1	1
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	30	0	1	1
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	16	0	1	1
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN	11	0	1	1
BARIS_THYROID_CANCER_UP	23	0	1	1
BARIS_THYROID_CANCER_DN	59	0	1	1
BERENJENO_TRANSFORMED_BY_RHOA_UP	547	0	1	1
BERENJENO_TRANSFORMED_BY_RHOA_DN	398	0	1	1
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP	7	0	1	1
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	28	0	1	1
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	26	0	1	1
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	36	0	1	1
KERLEY_RESPONSE_TO_CISPLATIN_UP	44	0	1	1
KERLEY_RESPONSE_TO_CISPLATIN_DN	5	0	1	1
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	124	0	1	1
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	119	0	1	1
TANG_SENESCENCE_TP53_TARGETS_UP	33	0	1	1
TANG_SENESCENCE_TP53_TARGETS_DN	56	0	1	1
WANG_BARRETTS_ESOPHAGUS_UP	52	0	1	1
WANG_BARRETTS_ESOPHAGUS_DN	25	0	1	1
WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	118	0	1	1
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	100	0	1	1
WANG_ESOPHAGUS_CANCER_PROGRESSION_UP	9	0	1	1
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	14	0	1	1
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	18	0	1	1
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	59	0	1	1
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	25	0	1	1
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	56	0	1	1
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	21	0	1	1
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	212	0	1	1
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	38	0	1	1
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	268	0	1	1
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	196	0	1	1
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	122	0	1	1
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	127	0	1	1
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	188	0	1	1
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	78	0	1	1
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	16	0	1	1
VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN	16	0	1	1
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	51	0	1	1
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	0	1	1
LUI_THYROID_CANCER_PAX8_PPARG_UP	45	0	1	1
LUI_THYROID_CANCER_PAX8_PPARG_DN	46	0	1	1
HAMAI_APOPTOSIS_VIA_TRAIL_UP	646	0	1	1
HAMAI_APOPTOSIS_VIA_TRAIL_DN	198	0	1	1
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	68	0	1	1
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	35	0	1	1
HUMMERICH_BENIGN_SKIN_TUMOR_UP	16	0	1	1
HUMMERICH_BENIGN_SKIN_TUMOR_DN	20	0	1	1
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	166	0	1	1
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	63	0	1	1
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	17	0	1	1
HUMMERICH_MALIGNANT_SKIN_TUMOR_DN	20	0	1	1
LUCAS_HNF4A_TARGETS_UP	58	0	1	1
LUCAS_HNF4A_TARGETS_DN	8	0	1	1
ZIRN_TRETINOIN_RESPONSE_WT1_UP	23	0	1	1
ZIRN_TRETINOIN_RESPONSE_WT1_DN	6	0	1	1
ZIRN_TRETINOIN_RESPONSE_UP	20	0	1	1
ZIRN_TRETINOIN_RESPONSE_DN	6	0	1	1
STREICHER_LSM1_TARGETS_UP	43	0	1	1
STREICHER_LSM1_TARGETS_DN	19	0	1	1
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	121	0	1	1
LANG_MYB_FAMILY_TARGETS	28	0	1	1
MCBRYAN_TERMINAL_END_BUD_UP	13	0	1	1
MCBRYAN_TERMINAL_END_BUD_DN	6	0	1	1
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP	29	0	1	1
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	13	0	1	1
DARWICHE_SKIN_TUMOR_PROMOTER_UP	142	0	1	1
DARWICHE_SKIN_TUMOR_PROMOTER_DN	183	0	1	1
DARWICHE_PAPILLOMA_RISK_LOW_UP	159	0	1	1
DARWICHE_PAPILLOMA_RISK_LOW_DN	165	0	1	1
DARWICHE_PAPILLOMA_RISK_HIGH_UP	147	0	1	1
DARWICHE_PAPILLOMA_RISK_HIGH_DN	177	0	1	1
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	147	0	1	1
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	177	0	1	1
MAHADEVAN_IMATINIB_RESISTANCE_UP	21	0	1	1
MAHADEVAN_IMATINIB_RESISTANCE_DN	20	0	1	1
TOMIDA_METASTASIS_UP	25	0	1	1
TOMIDA_METASTASIS_DN	18	0	1	1
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	13	0	1	1
OZANNE_AP1_TARGETS_UP	14	0	1	1
HWANG_PROSTATE_CANCER_MARKERS	28	0	1	1
HU_ANGIOGENESIS_UP	20	0	1	1
HU_ANGIOGENESIS_DN	37	0	1	1
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	59	0	1	1
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	43	0	1	1
DARWICHE_PAPILLOMA_PROGRESSION_RISK	73	1	0.0188644675458313	1
SHIRAISHI_PLZF_TARGETS_UP	10	0	1	1
SHIRAISHI_PLZF_TARGETS_DN	9	0	1	1
MOTAMED_RESPONSE_TO_ANDROGEN_DN	6	0	1	1
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP	10	0	1	1
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	10	0	1	1
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP	6	0	1	1
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN	8	0	1	1
OLSSON_E2F3_TARGETS_UP	25	0	1	1
OLSSON_E2F3_TARGETS_DN	37	0	1	1
MARKS_HDAC_TARGETS_UP	23	0	1	1
MARKS_HDAC_TARGETS_DN	15	0	1	1
CHOI_ATL_ACUTE_STAGE	6	0	1	1
CHOI_ATL_STAGE_PREDICTOR	44	0	1	1
WONG_ENDMETRIUM_CANCER_UP	25	0	1	1
WONG_ENDMETRIUM_CANCER_DN	76	0	1	1
WONG_ENDOMETRIAL_CANCER_LATE	8	0	1	1
ABDULRAHMAN_KIDNEY_CANCER_VHL_DN	13	0	1	1
KONG_E2F1_TARGETS	11	0	1	1
KONG_E2F3_TARGETS	101	0	1	1
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	102	0	1	1
EGUCHI_CELL_CYCLE_RB1_TARGETS	22	0	1	1
CROSBY_E2F4_TARGETS	6	0	1	1
MARKS_ACETYLATED_NON_HISTONE_PROTEINS	11	0	1	1
IVANOV_MUTATED_IN_COLON_CANCER	13	0	1	1
TAKAYAMA_BOUND_BY_AR	10	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION	81	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	42	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	37	0	1	1
CHASSOT_SKIN_WOUND	9	0	1	1
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	181	0	1	1
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	783	1	0.228123967349487	1
MUELLER_METHYLATED_IN_GLIOBLASTOMA	40	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	26	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	25	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION_6HR	37	0	1	1
RIZ_ERYTHROID_DIFFERENTIATION_12HR	36	0	1	1
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	191	0	1	1
PEREZ_TP53_TARGETS	1150	0	1	1
PEREZ_TP63_TARGETS	342	0	1	1
PEREZ_TP53_AND_TP63_TARGETS	204	0	1	1
WAKASUGI_HAVE_ZNF143_BINDING_SITES	54	0	1	1
RODRIGUES_NTN1_AND_DCC_TARGETS	34	0	1	1
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	26	0	1	1
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	85	0	1	1
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	60	0	1	1
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	83	0	1	1
TURJANSKI_MAPK1_AND_MAPK2_TARGETS	12	0	1	1
TURJANSKI_MAPK8_AND_MAPK9_TARGETS	8	0	1	1
TURJANSKI_MAPK7_TARGETS	7	0	1	1
TURJANSKI_MAPK11_TARGETS	5	0	1	1
TURJANSKI_MAPK14_TARGETS	10	0	1	1
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	15	0	1	1
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	38	0	1	1
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	51	0	1	1
NAGY_TFTC_COMPONENTS_HUMAN	17	0	1	1
NAGY_STAGA_COMPONENTS_HUMAN	12	0	1	1
NAGY_PCAF_COMPONENTS_HUMAN	9	0	1	1
BAKER_HEMATOPOESIS_STAT1_TARGETS	9	0	1	1
BAKER_HEMATOPOIESIS_STAT3_TARGETS	14	0	1	1
BAKER_HEMATOPOESIS_STAT5_TARGETS	6	0	1	1
SEIDEN_MET_SIGNALING	20	0	1	1
AUNG_GASTRIC_CANCER	50	0	1	1
SANCHEZ_MDM2_TARGETS	15	0	1	1
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	14	0	1	1
NAKAMURA_LUNG_CANCER	9	0	1	1
GALLUZZI_PERMEABILIZE_MITOCHONDRIA	41	0	1	1
HAEGERSTRAND_RESPONSE_TO_IMATINIB	9	0	1	1
MATHEW_FANCONI_ANEMIA_GENES	11	0	1	1
MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER	52	0	1	1
GILMORE_CORE_NFKB_PATHWAY	12	0	1	1
SCHEIDEREIT_IKK_TARGETS	17	0	1	1
DUTTA_APOPTOSIS_VIA_NFKB	31	0	1	1
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	20	0	1	1
ROVERSI_GLIOMA_COPY_NUMBER_DN	53	0	1	1
SEIDEN_ONCOGENESIS_BY_MET	89	0	1	1
HUMMERICH_SKIN_CANCER_PROGRESSION_UP	87	0	1	1
HUMMERICH_SKIN_CANCER_PROGRESSION_DN	101	0	1	1
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	31	0	1	1
KLEIN_TARGETS_OF_BCR_ABL1_FUSION	41	0	1	1
ROVERSI_GLIOMA_LOH_REGIONS	44	0	1	1
ROVERSI_GLIOMA_COPY_NUMBER_UP	99	0	1	1
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	39	0	1	1
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	124	0	1	1
RASHI_RESPONSE_TO_IONIZING_RADIATION_3	45	0	1	1
RASHI_RESPONSE_TO_IONIZING_RADIATION_4	47	0	1	1
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	129	0	1	1
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	76	0	1	1
RASHI_NFKB1_TARGETS	17	0	1	1
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	24	0	1	1
AIGNER_ZEB1_TARGETS	35	0	1	1
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	15	0	1	1
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	7	0	1	1
MARTIN_INTERACT_WITH_HDAC	39	0	1	1
LASTOWSKA_COAMPLIFIED_WITH_MYCN	39	0	1	1
IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM	6	0	1	1
LI_LUNG_CANCER	41	0	1	1
LI_AMPLIFIED_IN_LUNG_CANCER	180	0	1	1
LINDGREN_BLADDER_CANCER_CLUSTER_2B	386	0	1	1
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	48	0	1	1
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	116	0	1	1
NAKAMURA_ALVEOLAR_EPITHELIUM	5	0	1	1
NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA	6	0	1	1
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	13	0	1	1
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	12	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17	18	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24	14	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	9	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	7	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	10	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15	10	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29	8	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9	8	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16	9	0	1	1
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	0	1	1
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	47	0	1	1
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	15	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8	12	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	19	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2	5	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21	6	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30	5	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6	6	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	11	0	1	1
MATTIOLI_MGUS_VS_PCL	100	0	1	1
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA	14	0	1	1
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	327	0	1	1
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	328	0	1	1
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	327	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5	6	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	5	0	1	1
LUI_THYROID_CANCER_CLUSTER_1	50	0	1	1
LUI_THYROID_CANCER_CLUSTER_2	43	0	1	1
LUI_THYROID_CANCER_CLUSTER_3	28	0	1	1
LUI_THYROID_CANCER_CLUSTER_4	12	0	1	1
LUI_THYROID_CANCER_CLUSTER_5	16	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22	11	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_1	5	0	1	1
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13	5	0	1	1
GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION	14	0	1	1
LUI_TARGETS_OF_PAX8_PPARG_FUSION	34	0	1	1
SCHLOSSER_SERUM_RESPONSE_UP	122	0	1	1
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	104	0	1	1
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	33	0	1	1
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	160	0	1	1
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	48	0	1	1
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	48	0	1	1
SCHLOSSER_SERUM_RESPONSE_DN	697	0	1	1
MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS	15	0	1	1
MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	36	0	1	1
FARMER_BREAST_CANCER_CLUSTER_1	39	0	1	1
FARMER_BREAST_CANCER_CLUSTER_8	6	0	1	1
FARMER_BREAST_CANCER_CLUSTER_7	20	0	1	1
FARMER_BREAST_CANCER_CLUSTER_2	33	0	1	1
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	140	0	1	1
SCHEIDEREIT_IKK_INTERACTING_PROTEINS	50	0	1	1
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	40	0	1	1
HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER	13	0	1	1
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER	7	0	1	1
OHASHI_AURKA_TARGETS	5	0	1	1
OHASHI_AURKB_TARGETS	7	0	1	1
KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	19	0	1	1
LA_MEN1_TARGETS	25	0	1	1
KOMMAGANI_TP63_GAMMA_TARGETS	9	0	1	1
LUND_SILENCED_BY_METHYLATION	15	0	1	1
HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2	15	0	1	1
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	17	0	1	1
BOWIE_RESPONSE_TO_TAMOXIFEN	18	0	1	1
AIYAR_COBRA1_TARGETS_UP	40	0	1	1
AIYAR_COBRA1_TARGETS_DN	29	0	1	1
LI_CISPLATIN_RESISTANCE_DN	33	0	1	1
LI_CISPLATIN_RESISTANCE_UP	26	0	1	1
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	23	0	1	1
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_DN	7	0	1	1
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	35	0	1	1
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	38	0	1	1
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	73	0	1	1
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_DN	22	0	1	1
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP	62	0	1	1
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN	18	0	1	1
XU_HGF_SIGNALING_NOT_VIA_AKT1_6HR	25	0	1	1
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	19	0	1	1
XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP	35	0	1	1
XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN	20	0	1	1
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	13	0	1	1
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN	24	0	1	1
XU_HGF_TARGETS_REPRESSED_BY_AKT1_UP	10	0	1	1
XU_HGF_TARGETS_REPRESSED_BY_AKT1_DN	86	0	1	1
XU_AKT1_TARGETS_6HR	26	0	1	1
XU_AKT1_TARGETS_48HR	9	0	1	1
SHI_SPARC_TARGETS_UP	23	0	1	1
SHI_SPARC_TARGETS_DN	12	0	1	1
WAESCH_ANAPHASE_PROMOTING_COMPLEX	13	0	1	1
AGARWAL_AKT_PATHWAY_TARGETS	9	0	1	1
NEBEN_AML_WITH_FLT3_OR_NRAS_UP	8	0	1	1
NEBEN_AML_WITH_FLT3_OR_NRAS_DN	12	0	1	1
DIRMEIER_LMP1_RESPONSE_EARLY	63	0	1	1
EINAV_INTERFERON_SIGNATURE_IN_CANCER	27	0	1	1
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	16	0	1	1
SNIJDERS_AMPLIFIED_IN_HEAD_AND_NECK_TUMORS	37	0	1	1
NAISHIRO_CTNNB1_TARGETS_WITH_LEF1_MOTIF	8	0	1	1
